doc,act,tag
26,59,12
26,60,12
26,59,34
26,60,34
26,59,14
26,60,14
27,61,289
27,61,290
27,61,291
27,61,292
27,61,293
27,61,294
27,61,295
27,61,296
27,61,297
27,61,298
27,61,299
27,61,300
27,61,301
27,61,32
27,61,12
27,61,13
27,61,14
28,47,302
28,47,216
28,47,303
28,47,25
28,47,304
28,47,305
28,47,306
28,47,307
28,47,225
28,47,32
28,47,31
28,47,12
28,47,13
28,47,14
29,62,308
29,62,309
29,62,310
29,62,311
29,62,312
29,62,313
29,62,314
29,62,315
29,62,316
29,62,317
29,62,318
29,62,319
29,62,320
29,62,321
29,62,32
29,62,31
29,62,12
29,62,34
29,62,14
30,63,322
30,63,323
30,63,324
30,63,325
30,63,326
30,63,327
30,63,32
30,63,12
30,63,13
30,63,14
31,64,328
31,64,329
31,64,330
31,64,331
31,64,332
31,64,219
31,64,333
31,64,334
31,64,335
31,64,336
31,64,337
31,64,338
31,64,142
31,64,339
31,64,340
31,64,341
31,64,342
31,64,32
31,64,31
31,64,12
31,64,13
31,64,14
32,65,343
32,66,343
32,67,343
32,65,344
32,66,344
32,67,344
32,65,345
32,66,345
32,67,345
32,65,346
32,66,346
32,67,346
32,65,347
32,66,347
32,67,347
32,65,348
32,66,348
32,67,348
32,65,349
32,66,349
32,67,349
32,65,349
32,66,349
32,67,349
32,65,343
32,66,343
32,67,343
32,65,348
32,66,348
32,67,348
32,65,347
32,66,347
32,67,347
32,65,346
32,66,346
32,67,346
32,65,345
32,66,345
32,67,345
32,65,344
32,66,344
32,67,344
32,65,32
32,66,32
32,67,32
32,65,12
32,66,12
32,67,12
32,65,13
32,66,13
32,67,13
32,65,14
32,66,14
32,67,14
33,68,350
33,69,350
33,70,350
33,71,350
33,68,351
33,69,351
33,70,351
33,71,351
33,68,352
33,69,352
33,70,352
33,71,352
33,68,353
33,69,353
33,70,353
33,71,353
33,68,354
33,69,354
33,70,354
33,71,354
33,68,351
33,69,351
33,70,351
33,71,351
33,68,355
33,69,355
33,70,355
33,71,355
33,68,356
33,69,356
33,70,356
33,71,356
33,68,32
33,69,32
33,70,32
33,71,32
33,68,12
33,69,12
33,70,12
33,71,12
33,68,13
33,69,13
33,70,13
33,71,13
33,68,14
33,69,14
33,70,14
33,71,14
34,3,31
34,4,31
34,5,31
34,6,31
34,7,31
34,8,31
34,37,31
34,72,31
34,3,12
34,4,12
34,5,12
34,6,12
34,7,12
34,8,12
34,37,12
34,72,12
34,3,34
34,4,34
34,5,34
34,6,34
34,7,34
34,8,34
34,37,34
34,72,34
34,3,35
34,4,35
34,5,35
34,6,35
34,7,35
34,8,35
34,37,35
34,72,35
35,73,357
35,73,358
35,73,359
35,73,360
35,73,361
35,73,362
35,73,363
35,73,364
35,73,365
35,73,366
35,73,367
35,73,368
35,73,369
35,73,31
35,73,12
35,73,13
35,73,14
36,74,370
36,75,370
36,74,371
36,75,371
36,74,372
36,75,372
36,74,373
36,75,373
36,74,374
36,75,374
36,74,375
36,75,375
36,74,376
36,75,376
36,74,377
36,75,377
36,74,372
36,75,372
36,74,378
36,75,378
36,74,32
36,75,32
36,74,12
36,75,12
36,74,13
36,75,13
36,74,14
36,75,14
37,76,379
37,76,380
37,76,381
37,76,382
37,76,383
37,76,159
37,76,384
37,76,385
37,76,386
37,76,387
37,76,388
37,76,389
37,76,275
37,76,32
37,76,12
37,76,13
37,76,14
38,77,390
38,77,391
38,77,392
38,77,393
38,77,394
38,77,395
38,77,396
38,77,397
38,77,398
38,77,399
38,77,12
38,77,13
38,77,14
39,78,400
39,79,400
39,78,401
39,79,401
39,78,402
39,79,402
39,78,403
39,79,403
39,78,404
39,79,404
39,78,32
39,79,32
39,78,33
39,79,33
39,78,13
39,79,13
39,78,14
39,79,14
40,80,405
40,80,406
40,80,407
40,80,408
40,80,409
40,80,410
40,80,411
40,80,412
40,80,413
40,80,226
40,80,32
40,80,12
40,80,13
40,80,14
41,81,414
41,81,415
41,81,416
41,81,417
41,81,418
41,81,31
41,81,12
41,81,13
41,81,14
42,48,31
42,82,31
42,83,31
42,84,31
42,48,12
42,82,12
42,83,12
42,84,12
42,48,13
42,82,13
42,83,13
42,84,13
42,48,14
42,82,14
42,83,14
42,84,14
43,85,419
43,86,419
43,87,419
43,85,420
43,86,420
43,87,420
43,85,421
43,86,421
43,87,421
43,85,422
43,86,422
43,87,422
43,85,423
43,86,423
43,87,423
43,85,424
43,86,424
43,87,424
43,85,425
43,86,425
43,87,425
43,85,426
43,86,426
43,87,426
43,85,226
43,86,226
43,87,226
43,85,32
43,86,32
43,87,32
43,85,12
43,86,12
43,87,12
43,85,13
43,86,13
43,87,13
43,85,14
43,86,14
43,87,14
44,88,427
44,88,428
44,88,429
44,88,430
44,88,431
44,88,432
44,88,433
44,88,434
44,88,435
44,88,436
44,88,437
44,88,45
44,88,438
44,88,439
44,88,440
44,88,432
44,88,32
44,88,31
44,88,12
44,88,13
44,88,14
45,89,441
45,90,441
45,89,442
45,90,442
45,89,443
45,90,443
45,89,444
45,90,444
45,89,290
45,90,290
45,89,445
45,90,445
45,89,441
45,90,441
45,89,445
45,90,445
45,89,290
45,90,290
45,89,446
45,90,446
45,89,447
45,90,447
45,89,448
45,90,448
45,89,32
45,90,32
45,89,12
45,90,12
45,89,13
45,90,13
45,89,14
45,90,14
46,91,449
46,91,450
46,91,451
46,91,452
46,91,453
46,91,454
46,91,455
46,91,452
46,91,456
46,91,449
46,91,32
46,91,31
46,91,12
46,91,13
46,91,14
47,92,457
47,92,458
47,92,459
47,92,390
47,92,460
47,92,461
47,92,457
47,92,458
47,92,459
47,92,390
47,92,460
47,92,461
47,92,32
47,92,33
47,92,13
47,92,14
48,93,462
48,93,463
48,93,464
48,93,465
48,93,216
48,93,466
48,93,467
48,93,468
48,93,469
48,93,464
48,93,470
48,93,221
48,93,471
48,93,467
48,93,472
48,93,473
48,93,463
48,93,474
48,93,32
48,93,12
48,93,13
48,93,14
49,94,475
49,94,476
49,94,477
49,94,478
49,94,479
49,94,480
49,94,481
49,94,482
49,94,483
49,94,32
49,94,33
49,94,13
49,94,14
50,95,289
50,95,484
50,95,485
50,95,486
50,95,487
50,95,488
50,95,489
50,95,490
50,95,161
50,95,491
50,95,492
50,95,493
50,95,494
50,95,486
50,95,495
50,95,496
50,95,497
50,95,165
50,95,490
50,95,498
50,95,32
50,95,275
50,95,499
50,95,31
50,95,500
50,95,276
50,95,501
50,95,502
50,95,140
50,95,12
50,95,13
50,95,14
51,96,503
51,97,503
51,98,503
51,96,504
51,97,504
51,98,504
51,96,505
51,97,505
51,98,505
51,96,178
51,97,178
51,98,178
51,96,506
51,97,506
51,98,506
51,96,507
51,97,507
51,98,507
51,96,508
51,97,508
51,98,508
51,96,32
51,97,32
51,98,32
51,96,12
51,97,12
51,98,12
51,96,34
51,97,34
51,98,34
51,96,14
51,97,14
51,98,14
52,99,509
52,100,509
52,16,509
52,15,509
52,99,510
52,100,510
52,16,510
52,15,510
52,99,511
52,100,511
52,16,511
52,15,511
52,99,512
52,100,512
52,16,512
52,15,512
52,99,25
52,100,25
52,16,25
52,15,25
52,99,228
52,100,228
52,16,228
52,15,228
52,99,513
52,100,513
52,16,513
52,15,513
52,99,514
52,100,514
52,16,514
52,15,514
52,99,515
52,100,515
52,16,515
52,15,515
52,99,516
52,100,516
52,16,516
52,15,516
52,99,25
52,100,25
52,16,25
52,15,25
52,99,517
52,100,517
52,16,517
52,15,517
52,99,71
52,100,71
52,16,71
52,15,71
52,99,72
52,100,72
52,16,72
52,15,72
52,99,32
52,100,32
52,16,32
52,15,32
52,99,12
52,100,12
52,16,12
52,15,12
52,99,34
52,100,34
52,16,34
52,15,34
52,99,14
52,100,14
52,16,14
52,15,14
53,101,518
53,102,518
53,101,519
53,102,519
53,101,520
53,102,520
53,101,521
53,102,521
53,101,521
53,102,521
53,101,522
53,102,522
53,101,523
53,102,523
53,101,524
53,102,524
53,101,71
53,102,71
53,101,10
53,102,10
53,101,32
53,102,32
53,101,12
53,102,12
53,101,13
53,102,13
53,101,14
53,102,14
54,103,525
54,104,525
54,103,526
54,104,526
54,103,525
54,104,525
54,103,122
54,104,122
54,103,527
54,104,527
54,103,332
54,104,332
54,103,345
54,104,345
54,103,31
54,104,31
54,103,139
54,104,139
54,103,12
54,104,12
54,103,13
54,104,13
54,103,14
54,104,14
55,105,528
55,105,529
55,105,530
55,105,31
55,105,12
55,105,13
55,105,14
56,106,253
56,106,531
56,106,532
56,106,533
56,106,534
56,106,535
56,106,536
56,106,537
56,106,538
56,106,539
56,106,31
56,106,12
56,106,13
56,106,14
57,107,540
57,108,540
57,5,540
57,107,541
57,108,541
57,5,541
57,107,542
57,108,542
57,5,542
57,107,543
57,108,543
57,5,543
57,107,544
57,108,544
57,5,544
57,107,545
57,108,545
57,5,545
57,107,546
57,108,546
57,5,546
57,107,547
57,108,547
57,5,547
57,107,548
57,108,548
57,5,548
57,107,549
57,108,549
57,5,549
57,107,31
57,108,31
57,5,31
57,107,12
57,108,12
57,5,12
57,107,13
57,108,13
57,5,13
57,107,14
57,108,14
57,5,14
58,109,490
58,110,490
58,109,550
58,110,550
58,109,551
58,110,551
58,109,552
58,110,552
58,109,142
58,110,142
58,109,553
58,110,553
58,109,31
58,110,31
58,109,12
58,110,12
58,109,13
58,110,13
58,109,14
58,110,14
59,111,509
59,112,509
59,111,554
59,112,554
59,111,555
59,112,555
59,111,556
59,112,556
59,111,557
59,112,557
59,111,558
59,112,558
59,111,559
59,112,559
59,111,560
59,112,560
59,111,509
59,112,509
59,111,561
59,112,561
59,111,562
59,112,562
59,111,514
59,112,514
59,111,563
59,112,563
59,111,564
59,112,564
59,111,349
59,112,349
59,111,565
59,112,565
59,111,566
59,112,566
59,111,561
59,112,561
59,111,32
59,112,32
59,111,31
59,112,31
59,111,12
59,112,12
59,111,13
59,112,13
59,111,14
59,112,14
60,113,42
60,114,42
60,113,567
60,114,567
60,113,467
60,114,467
60,113,568
60,114,568
60,113,467
60,114,467
60,113,42
60,114,42
60,113,568
60,114,568
60,113,569
60,114,569
60,113,570
60,114,570
60,113,32
60,114,32
60,113,12
60,114,12
60,113,13
60,114,13
60,113,14
60,114,14
61,115,571
61,116,571
61,115,572
61,116,572
61,115,573
61,116,573
61,115,574
61,116,574
61,115,575
61,116,575
61,115,573
61,116,573
61,115,32
61,116,32
61,115,12
61,116,12
61,115,13
61,116,13
61,115,14
61,116,14
62,117,576
62,117,577
62,117,485
62,117,578
62,117,579
62,117,580
62,117,581
62,117,582
62,117,583
62,117,579
62,117,584
62,117,495
62,117,585
62,117,586
62,117,587
62,117,582
62,117,588
62,117,589
62,117,32
62,117,31
62,117,33
62,117,13
62,117,14
63,118,590
63,118,591
63,118,592
63,118,593
63,118,594
63,118,595
63,118,596
63,118,597
63,118,577
63,118,598
63,118,599
63,118,290
63,118,460
63,118,460
63,118,290
63,118,600
63,118,601
63,118,584
63,118,602
63,118,603
63,118,604
63,118,595
63,118,605
63,118,606
63,118,592
63,118,591
63,118,32
63,118,12
63,118,34
63,118,14
64,119,607
64,119,172
64,119,608
64,119,609
64,119,610
64,119,598
64,119,611
64,119,612
64,119,613
64,119,614
64,119,147
64,119,178
64,119,32
64,119,12
64,119,13
64,119,14
65,120,615
65,120,616
65,120,617
65,120,618
65,120,619
65,120,620
65,120,621
65,120,622
65,120,623
65,120,624
65,120,625
65,120,626
65,120,627
65,120,628
65,120,31
65,120,629
65,120,12
65,120,13
65,120,14
66,121,630
66,121,631
66,121,632
66,121,633
66,121,634
66,121,635
66,121,636
66,121,637
66,121,264
66,121,638
66,121,639
66,121,640
66,121,31
66,121,12
66,121,13
66,121,14
67,103,641
67,23,641
67,122,641
67,123,641
67,103,642
67,23,642
67,122,642
67,123,642
67,103,643
67,23,643
67,122,643
67,123,643
67,103,644
67,23,644
67,122,644
67,123,644
67,103,147
67,23,147
67,122,147
67,123,147
67,103,645
67,23,645
67,122,645
67,123,645
67,103,646
67,23,646
67,122,646
67,123,646
67,103,506
67,23,506
67,122,506
67,123,506
67,103,149
67,23,149
67,122,149
67,123,149
67,103,647
67,23,647
67,122,647
67,123,647
67,103,600
67,23,600
67,122,600
67,123,600
67,103,648
67,23,648
67,122,648
67,123,648
67,103,649
67,23,649
67,122,649
67,123,649
67,103,225
67,23,225
67,122,225
67,123,225
67,103,31
67,23,31
67,122,31
67,123,31
67,103,12
67,23,12
67,122,12
67,123,12
67,103,13
67,23,13
67,122,13
67,123,13
67,103,14
67,23,14
67,122,14
67,123,14
68,7,650
68,124,650
68,125,650
68,126,650
68,127,650
68,128,650
68,85,650
68,129,650
68,130,650
68,7,651
68,124,651
68,125,651
68,126,651
68,127,651
68,128,651
68,85,651
68,129,651
68,130,651
68,7,652
68,124,652
68,125,652
68,126,652
68,127,652
68,128,652
68,85,652
68,129,652
68,130,652
68,7,653
68,124,653
68,125,653
68,126,653
68,127,653
68,128,653
68,85,653
68,129,653
68,130,653
68,7,654
68,124,654
68,125,654
68,126,654
68,127,654
68,128,654
68,85,654
68,129,654
68,130,654
68,7,655
68,124,655
68,125,655
68,126,655
68,127,655
68,128,655
68,85,655
68,129,655
68,130,655
68,7,656
68,124,656
68,125,656
68,126,656
68,127,656
68,128,656
68,85,656
68,129,656
68,130,656
68,7,657
68,124,657
68,125,657
68,126,657
68,127,657
68,128,657
68,85,657
68,129,657
68,130,657
68,7,658
68,124,658
68,125,658
68,126,658
68,127,658
68,128,658
68,85,658
68,129,658
68,130,658
68,7,659
68,124,659
68,125,659
68,126,659
68,127,659
68,128,659
68,85,659
68,129,659
68,130,659
68,7,31
68,124,31
68,125,31
68,126,31
68,127,31
68,128,31
68,85,31
68,129,31
68,130,31
68,7,629
68,124,629
68,125,629
68,126,629
68,127,629
68,128,629
68,85,629
68,129,629
68,130,629
68,7,12
68,124,12
68,125,12
68,126,12
68,127,12
68,128,12
68,85,12
68,129,12
68,130,12
68,7,13
68,124,13
68,125,13
68,126,13
68,127,13
68,128,13
68,85,13
68,129,13
68,130,13
68,7,14
68,124,14
68,125,14
68,126,14
68,127,14
68,128,14
68,85,14
68,129,14
68,130,14
69,113,32
69,131,32
69,113,31
69,131,31
69,113,12
69,131,12
69,113,13
69,131,13
69,113,14
69,131,14
70,132,466
70,50,466
70,53,466
70,51,466
70,132,660
70,50,660
70,53,660
70,51,660
70,132,661
70,50,661
70,53,661
70,51,661
70,132,662
70,50,662
70,53,662
70,51,662
70,132,663
70,50,663
70,53,663
70,51,663
70,132,664
70,50,664
70,53,664
70,51,664
70,132,471
70,50,471
70,53,471
70,51,471
70,132,665
70,50,665
70,53,665
70,51,665
70,132,666
70,50,666
70,53,666
70,51,666
70,132,667
70,50,667
70,53,667
70,51,667
70,132,668
70,50,668
70,53,668
70,51,668
70,132,669
70,50,669
70,53,669
70,51,669
70,132,32
70,50,32
70,53,32
70,51,32
70,132,12
70,50,12
70,53,12
70,51,12
70,132,13
70,50,13
70,53,13
70,51,13
70,132,14
70,50,14
70,53,14
70,51,14
71,133,670
71,133,671
71,133,672
71,133,673
71,133,674
71,133,675
71,133,676
71,133,677
71,133,678
71,133,44
71,133,679
71,133,675
71,133,32
71,133,31
71,133,12
71,133,13
71,133,14
72,134,351
72,134,443
72,134,680
72,134,681
72,134,682
72,134,683
72,134,684
72,134,684
72,134,351
72,134,683
72,134,682
72,134,685
72,134,686
72,134,447
72,134,32
72,134,12
72,134,13
72,134,14
73,135,687
73,135,688
73,135,689
73,135,690
73,135,691
73,135,692
73,135,693
73,135,694
73,135,695
73,135,696
73,135,32
73,135,31
73,135,12
73,135,13
73,135,14
74,136,697
74,136,197
74,136,490
74,136,698
74,136,699
74,136,700
74,136,701
74,136,702
74,136,703
74,136,704
74,136,490
74,136,705
74,136,32
74,136,12
74,136,13
74,136,14
75,137,706
75,138,706
75,137,170
75,138,170
75,137,707
75,138,707
75,137,708
75,138,708
75,137,709
75,138,709
75,137,710
75,138,710
75,137,711
75,138,711
75,137,177
75,138,177
75,137,32
75,138,32
75,137,31
75,138,31
75,137,12
75,138,12
75,137,13
75,138,13
75,137,14
75,138,14
76,139,712
76,85,712
76,129,712
76,139,713
76,85,713
76,129,713
76,139,714
76,85,714
76,129,714
76,139,715
76,85,715
76,129,715
76,139,524
76,85,524
76,129,524
76,139,716
76,85,716
76,129,716
76,139,717
76,85,717
76,129,717
76,139,32
76,85,32
76,129,32
76,139,12
76,85,12
76,129,12
76,139,13
76,85,13
76,129,13
76,139,14
76,85,14
76,129,14
77,140,718
77,140,719
77,140,720
77,140,721
77,140,722
77,140,723
77,140,724
77,140,725
77,140,718
77,140,722
77,140,32
77,140,12
77,140,34
77,140,14
78,7,726
78,141,726
78,7,727
78,141,727
78,7,728
78,141,728
78,7,729
78,141,729
78,7,683
78,141,683
78,7,683
78,141,683
78,7,730
78,141,730
78,7,731
